01-A-x;01-A-y;01-A-z;02-A-x;02-A-y;02-A-z;05-A-x;05-A-y;05-A-z;16-A-x;16-A-y;16-A-z;17-A-x;17-A-y;17-A-z;18-A-x;18-A-y;18-A-z;19-A-x;19-A-y;19-A-z;20-A-x;20-A-y;20-A-z;21-A-x;21-A-y;21-A-z
-0.9572021862906065;0.03526307510323053;0.24667412602816427;-1.0297547449819713;-0.036511130194755735;-0.06544581592736289;-0.9183809003419403;-0.23189875224584564;-0.3743074798185293;-0.9054962109454214;-0.008630933800207161;-0.3943361447659962;-0.9054962109454214;-0.008630933800207161;-0.3943361447659962;-0.9774453011364318;0.005346666660277208;0.2408013342930664;-0.9774453011364318;0.005346666660277208;0.2408013342930664;-0.9774453011364318;0.005346666660277208;0.2408013342930664;-0.9572021862906065;0.03526307510323053;0.24667412602816427
-0.9590319545973706;0.035185999539825034;0.24317863790312147;-1.0335955269465666;-0.0306831722931991;-0.06960591934309923;-0.9151039022479915;-0.22475435595566368;-0.38278797427677014;-0.9061264313350058;-0.007634036228842094;-0.3974709399933006;-0.9061264313350058;-0.007634036228842094;-0.3974709399933006;-0.9771255246904497;0.011283565458915406;0.24550544343781747;-0.9771255246904497;0.011283565458915406;0.24550544343781747;-0.9771255246904497;0.011283565458915406;0.24550544343781747;-0.9590319545973706;0.035185999539825034;0.24317863790312147
-0.9559959585156703;0.035195233011018956;0.24012569135127082;-1.014176046841972;-0.01268485439278132;-0.09809585217690527;-0.9135994991521286;-0.21942144968467092;-0.39603342652357354;-0.9092336278236071;-0.0077467131129709405;-0.3983999857333883;-0.9092336278236071;-0.0077467131129709405;-0.3983999857333883;-0.9706677649391181;0.011691109595086124;0.24587333000184317;-0.9706677649391181;0.011691109595086124;0.24587333000184317;-0.9706677649391181;0.011691109595086124;0.24587333000184317;-0.9559959585156703;0.035195233011018956;0.24012569135127082
-0.9607323153071898;0.0352319689626153;0.22901412588538655;-0.9976463415732524;0.0011154076721270247;-0.11278965605695716;-0.9168264526784393;-0.21820957499105836;-0.40187211046473703;-0.9105137846225101;-0.008166308382495836;-0.40084129712065075;-0.9105137846225101;-0.008166308382495836;-0.40084129712065075;-0.9682589883863038;0.01205521307953826;0.24911535596918558;-0.9682589883863038;0.01205521307953826;0.24911535596918558;-0.9682589883863038;0.01205521307953826;0.24911535596918558;-0.9607323153071898;0.0352319689626153;0.22901412588538655
-0.9573185358711662;0.03507912807123509;0.22592817067115417;-0.9931708157418103;0.015452617739361314;-0.11648754621147742;-0.9212922319859792;-0.22229715547562715;-0.40252805357242216;-0.9098145903637249;-0.004711872137431446;-0.40628246385202876;-0.9098145903637249;-0.004711872137431446;-0.40628246385202876;-0.9692926217465763;0.008613545441360216;0.2501993898259765;-0.9692926217465763;0.008613545441360216;0.2501993898259765;-0.9692926217465763;0.008613545441360216;0.2501993898259765;-0.9573185358711662;0.03507912807123509;0.22592817067115417
-0.9627123642782025;0.03564306366874752;0.22713789821563551;-0.9886750392081666;0.03161889831730492;-0.11703010154253338;-0.9220010609704763;-0.21974044172639334;-0.3999815091509264;-0.9131832938694591;-0.003699660979305157;-0.40245873283259703;-0.9131832938694591;-0.003699660979305157;-0.40245873283259703;-0.9655650141805281;0.007603526567733671;0.2499918291480614;-0.9655650141805281;0.007603526567733671;0.2499918291480614;-0.9655650141805281;0.007603526567733671;0.2499918291480614;-0.9627123642782025;0.03564306366874752;0.22713789821563551
-0.9682728581735096;0.03174384027949072;0.2232884417494589;-0.9909778931337478;0.04739773040896088;-0.12031685102861014;-0.9220220401684942;-0.21861224151940511;-0.3896540325156931;-0.9167191899520543;-0.00397492630233671;-0.4086093998140629;-0.9167191899520543;-0.00397492630233671;-0.4086093998140629;-0.9645927621472586;0.007858264477977689;0.24984553770230036;-0.9645927621472586;0.007858264477977689;0.24984553770230036;-0.9645927621472586;0.007858264477977689;0.24984553770230036;-0.9682728581735096;0.03174384027949072;0.2232884417494589
-0.9715389108818827;0.03406840407194499;0.2229069194268091;-0.9955677274441062;0.0609361773118835;-0.12130940404713927;-0.9194206410024613;-0.21870165380249046;-0.37703428181608384;-0.9246180681053809;-0.0037944396593222727;-0.41021891694597534;-0.9246180681053809;-0.0037944396593222727;-0.41021891694597534;-0.9649419596401697;0.007755772360703111;0.25251926840841066;-0.9649419596401697;0.007755772360703111;0.25251926840841066;-0.9649419596401697;0.007755772360703111;0.25251926840841066;-0.9715389108818827;0.03406840407194499;0.2229069194268091
-0.9787842319352561;0.03836754085652606;0.21940745012981322;-0.9964190848470484;0.06304511893388193;-0.1209718088850613;-0.9112415420719073;-0.2213387902374312;-0.36903650375455205;-0.9258565255822341;-0.004240977475060406;-0.4135022765419526;-0.9258565255822341;-0.004240977475060406;-0.4135022765419526;-0.9644400449278578;0.007917978796511108;0.26053333555120706;-0.9644400449278578;0.007917978796511108;0.26053333555120706;-0.9644400449278578;0.007917978796511108;0.26053333555120706;-0.9787842319352561;0.03836754085652606;0.21940745012981322
-0.9869307733705891;0.04231962728513875;0.21893999156238508;-0.9953190233489976;0.061724596860023025;-0.12140412639122321;-0.9102588398961625;-0.22949706113270132;-0.35956503836546616;-0.9286586160630185;-0.0006179039317817671;-0.4116569623525054;-0.9286586160630185;-0.0006179039317817671;-0.4116569623525054;-0.9681748976642713;0.007383316331686506;0.2620895183874052;-0.9681748976642713;0.007383316331686506;0.2620895183874052;-0.9681748976642713;0.007383316331686506;0.2620895183874052;-0.9869307733705891;0.04231962728513875;0.21893999156238508
