01-A-x;01-A-y;01-A-z;02-A-x;02-A-y;02-A-z;05-A-x;05-A-y;05-A-z;16-A-x;16-A-y;16-A-z;17-A-x;17-A-y;17-A-z;18-A-x;18-A-y;18-A-z;19-A-x;19-A-y;19-A-z;20-A-x;20-A-y;20-A-z;21-A-x;21-A-y;21-A-z
-1.0162209250755632;-0.025728921321755197;-0.04414900186912311;-0.9910592575165156;0.03834243819325672;-0.16079689982270737;-0.9688906617967766;-0.03523361550710207;-0.15221718613879473;-0.899676612972672;0.09896003246744167;-0.39043031756405916;-0.899676612972672;0.09896003246744167;-0.39043031756405916;-0.966991373639345;-0.05805103742413337;0.24995548000099405;-0.966991373639345;-0.05805103742413337;0.24995548000099405;-0.966991373639345;-0.05805103742413337;0.24995548000099405;-1.0162209250755632;-0.025728921321755197;-0.04414900186912311
-0.9957647387259603;-0.032470923999793816;-0.013289789266222185;-0.9890244415248236;0.030329177203819578;-0.1568951030594279;-0.9687471112707886;-0.0351852285869509;-0.15237962515944023;-0.8931725308105688;0.10109802031381122;-0.3895199041676698;-0.8931725308105688;0.10109802031381122;-0.3895199041676698;-0.9684728226290883;-0.05980278513843746;0.25048380400375514;-0.9684728226290883;-0.05980278513843746;0.25048380400375514;-0.9684728226290883;-0.05980278513843746;0.25048380400375514;-0.9957647387259603;-0.032470923999793816;-0.013289789266222185
-0.9849203152358142;-0.03921517942731945;0.001751505648187259;-0.9926886295056686;0.03170927028608817;-0.16065780501790605;-0.9689234445369225;-0.03522590218419599;-0.15205865633284643;-0.8877647695886447;0.09601358254868918;-0.3862291004337705;-0.8877647695886447;0.09601358254868918;-0.3862291004337705;-0.9710690817823575;-0.06321006265922093;0.24773744846891105;-0.9710690817823575;-0.06321006265922093;0.24773744846891105;-0.9710690817823575;-0.06321006265922093;0.24773744846891105;-0.9849203152358142;-0.03921517942731945;0.001751505648187259
-0.9949046215060541;-0.04780621586900377;-0.0005484340534038567;-0.992292555607483;0.030622755989979905;-0.16055237022868946;-0.9683482707134964;-0.035109003406861794;-0.1532076881302716;-0.8824617777710204;0.09314462831479627;-0.3869015401911027;-0.8824617777710204;0.09314462831479627;-0.3869015401911027;-0.9782980484996431;-0.06101598187101878;0.2403136294854264;-0.9782980484996431;-0.06101598187101878;0.2403136294854264;-0.9782980484996431;-0.06101598187101878;0.2403136294854264;-0.9949046215060541;-0.04780621586900377;-0.0005484340534038567
-0.995672895291962;-0.04791148485620966;0.0004443319918811609;-0.9911280912831327;0.03403307542928399;-0.15809549062395953;-0.9709033797576392;-0.03573606782006751;-0.14826016575667542;-0.8809461027955774;0.09552151001017456;-0.3863589563880707;-0.8809461027955774;0.09552151001017456;-0.3863589563880707;-0.9827767072538967;-0.05853784850546592;0.23697798363457015;-0.9827767072538967;-0.05853784850546592;0.23697798363457015;-0.9827767072538967;-0.05853784850546592;0.23697798363457015;-0.995672895291962;-0.04791148485620966;0.0004443319918811609
-0.99841380629245;-0.051306859845874894;-0.0016663679911881725;-0.9868092639880889;0.039969951548581045;-0.159796044009062;-0.9802263410748586;-0.0431930278478279;-0.13947003235633074;-0.8713695419910905;0.09669920930289864;-0.3880942283178534;-0.8713695419910905;0.09669920930289864;-0.3880942283178534;-0.9917359622912263;-0.05724059174015504;0.23303273294714866;-0.9917359622912263;-0.05724059174015504;0.23303273294714866;-0.9917359622912263;-0.05724059174015504;0.23303273294714866;-0.99841380629245;-0.051306859845874894;-0.0016663679911881725
-1.0068085696041946;-0.050665502723634855;-0.013816937739926908;-0.9826536841669711;0.049444121420772154;-0.18087190577479237;-0.9953846240644078;-0.05416493798949064;-0.1404369482235168;-0.8665073886159496;0.09335841238644868;-0.3909926611860578;-0.8665073886159496;0.09335841238644868;-0.3909926611860578;-0.9971544086475749;-0.0545780926861045;0.22850526228987686;-0.9971544086475749;-0.0545780926861045;0.22850526228987686;-0.9971544086475749;-0.0545780926861045;0.22850526228987686;-1.0068085696041946;-0.050665502723634855;-0.013816937739926908
-1.0157819235708594;-0.05083095692914954;-0.027029136961151584;-0.980232313473558;0.06857282785992719;-0.19254991875164526;-1.0037005195544901;-0.06201334226270097;-0.14290021697319283;-0.8677120231666637;0.09361239918680862;-0.39058513275087947;-0.8677120231666637;0.09361239918680862;-0.39058513275087947;-0.9938303608491179;-0.05333416314949694;0.22746000923731508;-0.9938303608491179;-0.05333416314949694;0.22746000923731508;-0.9938303608491179;-0.05333416314949694;0.22746000923731508;-1.0157819235708594;-0.05083095692914954;-0.027029136961151584
-1.0176221495813815;-0.05081095817566125;-0.024128030277961645;-0.9803209500074441;0.07660080742804831;-0.18207046966270318;-0.9997210276563218;-0.06729934403746182;-0.15185627684179717;-0.8655603203349714;0.09527363495756412;-0.39026002106047053;-0.8655603203349714;0.09527363495756412;-0.39026002106047053;-0.9835582708143098;-0.05042054718992157;0.23230747492175136;-0.9835582708143098;-0.05042054718992157;0.23230747492175136;-0.9835582708143098;-0.05042054718992157;0.23230747492175136;-1.0176221495813815;-0.05081095817566125;-0.024128030277961645
-1.008337702460836;-0.05072382891648577;-0.019336047973786276;-0.9817792557374723;0.07764562260307332;-0.17521474509391302;-0.9976955779584267;-0.06516277909853173;-0.1592522889881272;-0.8634952507879319;0.09812811345502755;-0.39227754625974576;-0.8634952507879319;0.09812811345502755;-0.39227754625974576;-0.9727727569471377;-0.050646881963892214;0.23576824853104858;-0.9727727569471377;-0.050646881963892214;0.23576824853104858;-0.9727727569471377;-0.050646881963892214;0.23576824853104858;-1.008337702460836;-0.05072382891648577;-0.019336047973786276
