0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0012	2.0731
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0024	2.0728
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0040	2.0728
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0055	2.0728
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0040	2.0724
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0043	2.0728
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0034	2.0728
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0049	2.0728
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0049	2.0728
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0034	2.0721
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0024	2.0724
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0721
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0015	2.0712
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0034	2.0715
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0018	2.0724
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0024	2.0718
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0034	2.0715
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0024	2.0721
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0018	2.0712
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0021	2.0709
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0012	2.0715
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0006	2.0712
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0012	2.0706
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0024	2.0703
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0040	2.0700
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0052	2.0700
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0046	2.0703
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0024	2.0703
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0015	2.0700
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0015	2.0691
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0037	2.0700
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0027	2.0694
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0006	2.0685
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0694
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0682
